symbol,control_1,control_2,control_3,Hoxa1KN_1,Hoxa1KN_2,Hoxa1KN_3
ATP5MJ,9.5665,9.5807,9.5165,9.68,9.6678,9.5329
ATP5MK,9.6587,9.7085,9.671,9.5449,9.6441,9.569
ATP5PB,10.9893,11.0492,10.9653,10.9388,10.9685,10.8876
ATP5PD,10.663,10.722,10.7176,10.6025,10.5952,10.548
ATP5PF,9.7156,9.8551,9.7851,9.4049,9.4407,9.424
ATP5PO,10.4498,10.4844,10.4519,10.0621,10.1201,10.0529
ATP6AP1,11.3103,11.2952,11.3585,11.8807,11.7469,11.8466
ATP6AP1L,5.1404,4.8078,5.1083,4.464,4.7413,4.3447
ATP6AP2,11.4171,11.3874,11.4372,11.7214,11.765,11.7395
ATP6V0A1,9.6676,9.742,9.7993,10.3129,10.2771,10.2895
ATP6V0A2,8.6725,8.5718,8.5976,8.9328,8.7906,8.8585
ATP6V0B,10.2495,10.2792,10.2145,11.0658,10.9298,10.9298
ATP6V0C,11.4131,11.3107,11.4521,11.7727,11.7208,11.7665
ATP6V0D1,10.6585,10.6736,10.7868,10.7778,10.7862,10.7211
ATP6V0D2,2.3925,2,2.7255,3.6442,4.1101,4.0214
ATP6V0E1,11.1408,11.1024,11.0608,11.7718,11.7744,11.7253
ATP6V0E2,8.3184,8.2843,8.2915,7.4783,7.5017,7.5196
ATP6V1A,10.5793,10.5944,10.6083,10.1578,10.142,10.1316
ATP6V1B2,10.584,10.6025,10.5074,10.2157,10.2346,10.1831
ATP6V1C1,10.1874,10.2665,10.1899,11.058,11.0319,11.1206
ATP6V1C2,4.427,4.2689,4.9136,4.1552,5.1013,4.7466
ATP6V1D,10.5579,10.6055,10.5186,10.4822,10.5394,10.555
ATP6V1E1,11.0122,10.9682,10.9405,11.5667,11.4978,11.5675
ATP6V1E2,6.2345,6.0957,5.7223,5.2075,5.1406,5.4588
ATP6V1F,10.3019,10.3339,10.2877,11.0208,10.9527,11.034
ATP6V1G1,10.4277,10.4226,10.3764,11.4608,11.4546,11.4812
ATP6V1G2,2.7008,3.3989,3.3362,4.464,2.5596,2
ATP6V1G2-DDX39B,6.2583,5.7009,6.254,5.7537,5.3892,4.5596
ATP7A,9.9287,9.9167,9.715,10.3475,10.3658,10.3457
ATP7B,7.3363,7.4895,7.5733,7.578,7.4242,7.3993
ATP8A1,4.7287,4.6285,4.9947,6.9305,6.3856,6.6478
ATP8B1,11.5141,11.4939,11.5218,8.8784,9.2085,8.8886
ATP8B2,11.4439,11.4862,11.47,10.514,10.4889,10.4571
ATP8B3,5.9434,6.329,6.0414,5.6041,5.7611,5.5369
ATP8B4,4.5086,4.0004,4.2989,5.9649,5.7356,6.0446
ATP9A,10.7003,10.6861,10.5229,11.249,11.1872,11.2093
ATP9B,8.567,8.5759,8.458,8.4089,8.6203,8.471
ATPAF1,9.2364,9.3298,9.3318,9.129,9.0395,8.9824
ATPAF2,7.4542,7.4718,7.5799,7.1078,7.1439,7.2756
ATPSCKMT,7.3363,7.1447,7.3604,7.0041,7.0438,6.9817
ATR,9.343,9.1913,9.2309,9.1097,9.1302,9.1007
ATRAID,9.7284,9.7383,9.8077,10.0419,9.9577,9.9388
ATRIP,7.1068,7.3517,7.1464,6.8127,7.1631,6.915
ATRN,10.9433,10.9776,10.8964,10.6318,10.6693,10.6208
ATRNL1,3.1705,3.6702,3.206,6.3314,6.4806,6.6242
ATRX,11.1215,10.9776,11.0771,11.3974,11.4821,11.4792
ATXN1,8.9011,8.9954,8.8929,9.7096,9.7043,9.6764
ATXN10,11.3286,11.4107,11.3619,11.0608,11.1552,11.103
ATXN1L,9.5082,9.6173,9.4905,10.1578,10.1613,10.1189
ATXN2,10.0443,9.9505,9.9066,10.1211,10.1189,10.1524
ATXN2L,11.051,11.1095,11.1992,11.0644,11.0049,11.1148
ATXN3,8.6092,8.3629,8.2672,9.0531,8.9062,9.0483
ATXN7,8.4167,8.3629,8.2425,8.5628,8.6238,8.561
ATXN7L1,6.9839,6.7651,6.8737,7.2656,7.2555,7.0455
ATXN7L2,5.8211,5.9757,5.9221,6.0131,5.8819,5.9714
ATXN7L3,10.4119,10.4065,10.3886,11.1322,11.0902,11.1806
ATXN7L3B,10.6462,10.6424,10.6354,11.3529,11.3172,11.3385
AUH,7.1068,7.0046,7.1195,7.8938,7.6656,7.6425
AUNIP,4.9197,5.7009,5.4903,3.5161,4.1101,4.1595
AUP1,10.2286,10.1452,10.1856,10.6133,10.4217,10.5951
AURKA,9.8091,9.867,9.9236,7.8809,7.9627,7.7503
AURKAIP1,10.063,10.034,10.0931,10.2092,10.0612,10.1902
AURKB,8.1121,8.3819,8.331,5.3646,5.6012,5.1952
AURKC,3.3581,4.0004,3.5658,3.6442,3.276,3.6977
AUTS2,7.067,7.21,7.2978,7.2455,7.023,7.3496
AVEN,8.7666,8.7322,8.8418,7.9814,8.1184,8.0459
AVL9,9.8988,9.85,9.7808,10.0006,9.9849,10.0573
AVPI1,8.2067,8.1185,8.2132,8.6067,8.5491,8.6575
AXIN1,8.7373,8.5635,8.763,9.1695,9.0678,9.0528
AXIN2,5.0343,4.6908,4.7827,3.972,4.0287,3.947
AXL,13.7831,13.7808,13.8176,11.6075,11.7098,11.6253
AZI2,9.5157,9.4405,9.5285,9.5011,9.6577,9.5612
AZIN1,11.7062,11.7466,11.7278,11.17,11.2214,11.1817
AZIN2,5.9434,6.1185,6.5099,6.6235,6.6535,6.4734
B2M,12.7859,12.8028,12.7826,13.0638,13.1862,13.1141
B3GALNT1,7.0398,7.1223,7.0829,7.5699,7.8723,7.7558
B3GALNT2,7.6909,7.5155,7.6629,7.8279,7.8839,7.804
B3GALT1,6.3932,6.5635,6.0604,7.2251,7.3339,7.3993
B3GALT2,5.9434,6.2276,6.1516,3.7619,4.1101,3.2797
B3GALT6,9.4833,9.716,9.7,10.036,10.0262,10.1493
B3GAT2,3.1705,3.2413,2.7255,3.7619,2.7747,3.7856
B3GAT3,9.5522,9.4153,9.4134,10.2144,9.9659,10.2042
B3GLCT,7.5147,7.701,7.7117,6.9555,7.0438,7.0893
B3GNT2,7.8322,7.892,7.8705,8.1201,8.2044,8.3097
B3GNT4,3.5242,4.4952,3.3362,2.8457,3.276,2.6888
B3GNT5,6.8338,6.66,6.6666,6.7285,6.8321,7.1065
B3GNT9,8.7031,8.7022,8.763,9.1153,9.0981,9.2101
B3GNTL1,6.4145,6.3866,6.3649,5.7819,5.7356,5.7267
B4GALNT1,6.2104,6.4953,6.4392,6.5921,6.5258,6.6595
B4GALNT2,5.722,5.7602,5.4039,5.4722,5.8106,5.8944
B4GALNT4,8.8035,8.7469,8.6486,8.8521,8.8716,8.8911
B4GALT1,11.0484,11.0669,11.0933,10.7699,10.8161,10.7419
B4GALT2,10.6349,10.6474,10.6433,10.1114,10.0978,10.0147
B4GALT3,9.1437,9.0822,9.2204,9.6875,9.5578,9.6893
B4GALT4,9.1341,9.1913,9.1645,9.3425,9.4048,9.2856
B4GALT5,9.9471,10.0355,9.8842,10.513,10.3119,10.4318
B4GALT6,6.083,5.5411,6.1516,5.7819,6.1747,5.611
B4GALT7,9.4267,9.3803,9.3221,8.7911,8.6782,8.7396
B4GAT1,9.0447,8.9892,9.0387,9.1427,9.1734,9.1657
B9D1,6.5555,6.7938,6.7271,5.7819,5.8348,5.7705
B9D2,5.8526,5.872,5.9427,6.6235,6.2304,6.6122
BAALC,9.5831,9.5787,9.7105,8.3396,8.5455,8.2798
BABAM1,9.9176,9.8363,10.0308,9.8542,9.8238,9.8662
BACE1,11.3489,11.4159,11.3231,10.9048,11.0687,10.975
BACE2,9.837,9.9457,9.8987,8.6146,8.6648,8.4776
BACH1,10.6529,10.7678,10.7435,11.2634,11.4458,11.3687
BACH2,5.6519,5.6072,5.2137,5.8095,5.9499,5.611
BAD,8.9493,8.9985,8.9191,9.1854,9.1899,9.1861
BAG1,7.8002,8.031,8.0281,8.7596,8.7177,8.6575
BAG2,10.245,10.2968,10.0862,9.3163,9.5705,9.3875
BAG3,11.0696,11.013,11.1048,10.8716,10.8871,10.7992
BAG4,9.1908,9.0259,9.1177,9.021,9.1277,9.0638
BAG5,9.4655,9.4829,9.5688,9.2822,9.3068,9.3228
BAG6,12.3394,12.3223,12.3524,12.5105,12.4523,12.5059
BAHCC1,8.8589,8.9579,8.8445,8.1795,8.2899,8.1239
BAHD1,9.1846,9.2153,9.2537,9.1933,9.2177,9.184
BAIAP2,8.9235,8.8044,8.9321,8.7274,8.8948,8.8886
BAIAP2L1,7.7508,7.7235,7.5534,7.0853,7.2284,7.0893
BAIAP2L2,3.808,4.2689,4.0178,3.7619,4.1872,4.1595
BAIAP3,3.5242,3.5409,3.3362,4.8302,4.1101,4.7898
BAK1,9.1179,9.2389,9.2267,9.9885,9.9355,9.9929
BAMBI,7.4335,7.6233,7.4919,8.6796,8.4193,8.5038
BANF1,10.3288,10.4352,10.3933,10.2196,10.104,10.1019
BANP,7.9609,7.8517,7.8971,7.8346,7.8005,7.7503
BAP1,10.0545,10.1185,10.0873,9.227,9.0981,9.222
BARD1,7.1833,7.1886,7.1901,5.2882,5.4215,5.1627
BASP1,11.7845,11.8733,11.8564,11.9287,11.856,11.8764
BATF2,3.5242,3.2413,4.1652,3.8708,4.33,3.1531
BATF3,4.8588,4.8078,4.9547,3.6442,4.33,3.8686
BAX,10.7388,10.6755,10.7646,11.5262,11.3929,11.5756
BAZ1A,10.0392,10.141,10.0428,10.6201,10.6413,10.7515
BAZ1B,11.3619,11.3353,11.2864,10.5109,10.5096,10.4604
BAZ2B,8.7708,8.5509,8.5514,9.547,9.5451,9.569
BBC3,7.6193,7.0764,7.3831,9.0902,9.0343,9.0077
BBIP1,7.256,7.591,7.606,7.586,7.5167,7.6543
BBOF1,6.1094,6.0249,5.7223,5.6041,5.5142,5.227
BBS1,8.1315,7.8032,7.9233,8.4533,8.5344,8.4743
BBS10,8.0657,7.892,8.052,8.5988,8.5418,8.6428
BBS12,6.0288,6.269,5.88,7.0278,6.9138,6.8953
BBS2,8.0453,8.2381,8.2508,9.0817,9.0855,9.0528
BBS4,7.9317,8.0841,8.1658,8.1035,8.209,8.2099
BBS5,7.3363,7.591,7.4422,7.9995,7.8781,7.9728
BBS7,8.6857,8.7506,8.6948,8.1689,8.1283,8.3643
BBX,10.3511,10.3278,10.3254,9.6612,9.9016,9.5905
BCAM,9.4449,9.2927,9.4818,9.2498,9.1615,9.0394
BCAP31,11.442,11.3444,11.413,11.7735,11.7061,11.7833
BCAR1,11.5945,11.6047,11.7159,11.9101,11.8236,11.9092
BCAR3,9.7049,9.7926,9.9352,9.4117,9.4308,9.5281
BCAS2,8.8115,8.846,8.6888,8.3998,8.354,8.2139
BCAS3,8.099,8.0957,7.9489,8.6833,8.6981,8.791
BCAS4,8.6367,8.7285,8.7099,8.3998,8.3287,8.4409
BCAT1,13.1706,13.1896,13.1846,11.8693,12.1649,11.8104
BCAT2,8.5622,8.3339,8.4071,7.5373,7.4865,7.4937
BCCIP,9.7135,9.9361,9.8091,9.0618,9.1447,9.22
BCDIN3D,6.5555,6.1185,6.3649,6.6694,6.3692,6.7822
BCHE,4.0451,4.5634,4.2989,4.5967,4.2603,4.2856
BCKDHA,7.6008,6.9799,7.5127,7.1407,7.6988,7.098
BCKDHB,7.9018,7.6704,7.6629,6.8127,7.2008,6.9052
BCKDK,9.9544,9.8277,9.9757,10.1003,10.013,10.142
BCL10,9.1532,9.1641,9.2475,9.5011,9.4986,9.4444
BCL11A,9.9797,10.0459,10.0029,9.1345,9.3825,9.3062
BCL2,5.3759,5.5069,5.2472,3.3754,3.5338,3.1531
BCL2A1,2.9547,4.0004,2.5217,4.2388,3.8505,4.4015
BCL2L1,10.3524,10.4778,10.497,11.3681,11.3708,11.4288
BCL2L11,5.5783,5.2825,5.4903,6.2928,6.0357,6.1142
BCL2L12,8.1186,8.2381,7.9284,7.7799,7.6246,7.8404
BCL2L13,10.2672,10.3665,10.2229,10.2947,10.3226,10.3165
BCL2L2,10.2331,10.3533,10.2038,10.6858,10.7082,10.7779
BCL2L2-PABPN1,7.6008,6.3676,7.2898,7.7937,7.21,6.9247
BCL3,8.5284,8.329,8.3466,8.7596,8.3414,8.5071
BCL6,8.9309,8.8357,8.9702,8.7842,8.8271,8.8226
BCL7A,7.848,7.753,7.8046,8.1636,8.181,8.0811
BCL7B,9.3319,9.3151,9.3299,9.4117,9.4387,9.3875
BCL7C,9.4983,9.7123,9.5114,9.2871,9.2828,9.3998
BCL9,9.0784,9.0168,8.9901,8.8321,8.9866,8.8147
BCL9L,11.4986,11.4801,11.5002,11.6036,11.4806,11.6216
BCLAF1,11.6353,11.6534,11.6595,11.1977,11.3636,11.2427
BCLAF3,7.1709,7.0529,6.8079,6.9921,7.1915,7.0807
BCORL1,8.2006,7.9052,8.1918,7.5699,7.3507,7.364
BCR,10.4817,10.4465,10.5666,10.7415,10.7366,10.7535
BCS1L,7.9967,8.141,8.1213,7.4869,7.6176,7.6128
BDH1,4.8588,4.7505,4.9136,3.972,5.0609,4.7466
BDH2,7.8713,8.1632,7.9641,8.9359,9.1277,9.1304
BDKRB1,10.4238,10.396,10.4465,10.3972,10.3365,10.4436
BDKRB2,10.7122,10.5974,10.662,11.6639,11.6867,11.7392
BDNF,11.754,11.7388,11.7712,11.5189,11.6257,11.5278
BDP1,5.4187,5.2825,4.9136,4.7181,5.9499,5.1952
BECN1,10.221,10.1768,10.225,10.6942,10.6456,10.6873
BEGAIN,4.3406,4.2689,4.5341,4.5318,4.3964,4.1595
BEND3,6.7856,6.46,6.7032,7.016,7.2192,6.915
BEND4,7.3585,8.7902,8.1437,8.3537,9.1805,8.7451
BEND6,7.9754,8.0067,8.0377,6.8531,6.7957,6.6242
BEND7,7.0261,6.9799,6.7738,5.725,6.2485,6.0623
BEST1,9.6362,9.6896,9.6909,9.7133,9.8858,9.9146
BET1,8.6092,8.4822,8.6486,9.5075,9.4929,9.5935
BET1L,10.5969,10.6395,10.637,10.5706,10.6023,10.5401
BEX3,11.5674,11.5252,11.5269,11.979,11.9287,11.9398
BEX4,6.1858,6.3676,6.0222,6.0599,6.1557,5.9714
BFAR,9.4162,9.4382,9.3911,9.4927,9.4308,9.5345
BFSP1,5.2863,5.6072,5.7223,5.9649,5.5728,5.7043
BGN,12.5909,12.465,12.6406,12.7685,12.7957,12.6599
BHLHB9,6.9981,7.0046,6.739,7.0626,7.0847,7.1065
BHLHE40,9.0983,9.0909,9.1513,8.9912,9.055,9.0594
BHLHE41,6.3716,6.442,6.2206,6.2732,6.5696,6.4734
BHMT2,3.6731,3.7889,3.938,3.0447,3.4107,3.0143
BICC1,10.0748,10.0885,10.0356,10.7335,10.7493,10.8182
BICD1,9.169,9.218,9.2639,9.2871,9.3303,9.4427
BICD2,10.5142,10.553,10.5558,10.442,10.4016,10.4646
BICRA,8.0177,8.037,8.0986,7.9445,7.8781,7.9444
BICRAL,7.7508,7.9183,7.8918,7.9995,7.9011,7.8958
BID,10.2759,10.1714,10.1748,9.9885,9.9369,10.0395
BIN1,8.9746,8.9674,8.8796,8.9791,9.0729,9.0372
BIN3,8.6901,8.5923,8.7189,8.6028,8.6376,8.5517
BIRC2,10.7743,10.8656,10.8045,11.2319,11.2023,11.3789
BIRC3,7.4645,7.2826,7.1285,4.5967,4.887,4.6087
BIRC5,9.7369,10.0174,9.9744,6.7428,7.0644,6.845
BIRC6,11.4778,11.4365,11.3324,11.2081,11.1255,10.9912
BIVM,8.7994,8.7723,8.7337,8.8354,8.7435,8.6369
BIVM-ERCC5,7.8401,8.1014,8.1032,7.5699,8.259,8.0052
BLCAP,10.2391,10.2703,10.3027,9.9268,9.9957,9.8974
BLM,6.6303,6.721,6.8191,5.3646,4.8401,5.3183
BLOC1S1,8.8354,8.8009,8.8113,8.3815,8.4587,8.3856
BLOC1S2,10.2495,10.3155,10.2197,9.6574,9.77,9.8004
BLOC1S3,7.9317,7.7603,7.8705,8.0639,7.9627,8.068
BLOC1S4,7.7508,7.8172,7.6814,8.3723,8.3992,8.3786
BLOC1S5,7.7921,7.8172,7.606,7.3337,7.6384,7.4337
BLOC1S5-TXNDC5,4.659,6.1849,5.0714,4.464,5.4215,6.2748
BLOC1S6,10.8109,10.84,10.8178,11.6149,11.6738,11.649
BLVRA,8.6769,8.7759,8.6979,7.932,8.0936,7.8301
BLVRB,8.4428,8.1741,8.3658,8.1528,8.0836,7.8859
BLZF1,9.1147,9.2826,9.1535,8.6185,8.6134,8.6892
BMERB1,9.0309,8.8219,8.8554,9.8001,9.8358,9.9813
BMF,6.4968,6.3484,6.482,10.8343,10.6609,10.7978
BMI1,9.8663,10.1727,9.9955,10.2837,10.3522,10.6342
BMP1,11.1191,11.0342,11.1542,11.6353,11.58,11.6272
BMP2,5.6519,6.1185,5.5452,11.1846,11.0313,11.3846
BMP2K,9.3234,9.3396,9.2943,9.3981,9.4929,9.3591
BMP3,3.6731,3.7889,3.206,3.3754,3.5338,2.8607
BMP4,6.8338,6.8079,6.8302,7.5537,7.4242,7.4607
BMP6,4.1505,4.7505,4.4213,4.7181,4.9766,5.0954
BMP8B,2.9547,3.0644,3.5658,3.2195,3.1274,3.6977
BMPER,8.7831,8.5882,8.7945,6.7285,7.0542,6.5632
BMPR1A,10.015,10.0899,10.0368,9.6209,9.7933,9.6865
BMPR1B,4.659,5.1558,4.8712,5.8632,5.7356,5.8337
BMPR2,11.2284,11.3607,11.1971,11.264,11.2841,11.2339
BMS1,10.408,10.4111,10.4302,10.1087,10.2163,10.103
BMT2,8.3519,8.3339,8.2549,8.6532,8.6099,8.6428
BNC1,5.0343,5.3224,5.3119,4.464,4.7915,4.6087
BNC2,9.7704,9.7657,9.6756,8.3723,8.7499,8.2139
BNIP2,10.4576,10.4931,10.49,10.82,10.9451,10.8882
BNIP3,10.5899,10.552,10.5765,10.4961,10.4851,10.5049
BNIPL,2.9547,2.6282,2.2843,3.7619,2.7747,3.0143
BOC,7.5245,7.8517,7.7414,8.1689,8.1525,8.1979
BOD1,9.7889,9.6991,9.7993,10.3321,10.2482,10.2885
BOD1L1,10.5852,10.3843,10.3886,11.2087,11.1095,11.1659
BOK,9.8151,9.819,9.7879,9.5714,9.3845,9.3928
BOLA1,6.3716,5.6704,5.792,6.0599,5.6834,5.7919
BOLA2-SMG1P6,8.5906,8.8495,8.6548,9.1749,9.1687,9.1861
BOLA3,7.7508,7.8517,7.8705,6.8127,6.8909,6.8953
BOP1,10.5216,10.4088,10.5691,9.6072,9.5776,9.6011
BORA,6.7186,6.8219,6.7507,4.7753,5.0194,4.6561
BORCS5,6.1094,6.0489,5.7459,6.0367,5.9718,5.914
BORCS7,7.734,8.0429,8.052,8.1953,8.4273,8.2139
BORCS8,7.7592,7.6781,7.7762,7.8075,7.9845,7.9348
BORCS8-MEF2B,6.4355,6.6126,6.3649,5.725,6.9138,6.6122
BPGM,9.4241,9.6193,9.6063,10.5856,10.6473,10.7819
BPHL,7.6909,7.8242,7.7704,7.0966,7.1244,7.0094
BPI,3.5242,3.5409,3.4556,3.6442,3.7525,3.8686
BPNT1,8.7708,8.6166,8.8113,8.9138,8.8029,8.8043
BPTF,10.7218,10.6659,10.5331,10.7682,10.6626,10.759
BRAF,9.0751,8.9674,8.8445,8.9791,9.2246,9.0055
BRAP,8.7246,8.6678,8.8662,8.9042,8.9176,8.8355
BRAT1,8.9995,8.9129,8.9113,9.3636,9.3743,9.3645
BRCA2,7.6008,7.5662,7.7414,5.9401,6.1168,5.5867
BRCC3,8.8973,8.8932,8.7426,8.6107,8.2365,8.7369
BRD1,9.095,9.032,9.0741,9.456,9.3743,9.321
BRD2,9.7496,9.8259,9.8587,10.2079,9.8566,10.1648
BRD3,9.5181,9.3347,9.4023,10.0243,9.8873,9.9918
BRD4,10.6405,10.6395,10.679,10.494,10.4076,10.4487
BRD7,9.7621,9.812,9.7894,9.8966,9.7809,9.8675
BRD8,9.672,9.6858,9.706,9.6402,9.5883,9.6371
BRD9,9.5181,9.6072,9.5638,9.3519,9.3763,9.424
BRF2,8.0108,7.8653,7.8269,7.8744,7.8368,7.6484
BRI3,10.0097,10.1086,10.0392,10.7089,10.504,10.6584
BRI3BP,7.9896,8.2381,8.0472,7.5123,7.5316,7.6307
BRICD5,4.5086,3.8985,4.0178,4.3928,4.2603,4.4561
BRINP3,5.6519,6.0725,5.7691,6.0367,6.3015,6.3633
BRIX1,8.8821,9.1613,9.0073,8.7525,8.8059,8.861
BRK1,11.2239,11.2545,11.2393,11.3837,11.3729,11.409
BRMS1,9.6743,9.7438,9.6955,9.7314,9.6526,9.8149
BRMS1L,7.3803,7.4718,7.3604,7.5207,7.5167,7.6484
BROX,9.8546,9.7729,9.7722,9.8706,9.9016,9.9964
BRPF1,8.8035,8.4374,8.7159,8.9106,8.9119,8.791
BRPF3,10.1127,10.0957,10.1317,10.1484,10.104,10.1008
BRSK1,8.0521,7.9118,7.9691,8.8914,8.9176,8.9133
BRSK2,4.0451,4.6908,4.1652,4.8302,5.2161,4.9121
BRWD1,9.2572,9.2622,9.0903,9.9855,10.0777,10.0406
BRWD3,8.8115,8.6717,8.3771,8.7238,8.6547,8.6546
BSCL2,7.1709,7.3517,7.2157,8.363,8.1428,8.3856
BSDC1,10.4614,10.4465,10.3622,10.7917,10.8535,10.8925
BSG,12.9969,12.9871,12.9724,13.4223,13.3324,13.4202
BST1,6.6484,7.0647,6.957,6.8127,7.023,6.991
BTAF1,9.76,9.6607,9.7865,10.2714,10.2738,10.228
BTBD1,10.9322,10.9524,10.9772,11.0963,11.1014,11.1237
BTBD10,9.7766,9.6665,9.6144,9.4162,9.534,9.4478
BTBD11,6.5166,6.4237,6.5772,6.5761,6.1168,6.4601
BTBD18,11.4138,11.4211,11.4195,10.3045,10.3237,10.3202
BTBD19,7.3024,7.3225,7.0642,8.2717,8.1331,8.1112
BTBD2,10.8069,10.6861,10.8038,10.5756,10.6154,10.657
BTBD3,10.0357,10.0548,10.0175,10.8276,10.8777,10.9116
BTBD6,9.7786,9.6272,9.7822,8.6224,8.5958,8.5919
BTBD7,8.9346,8.9547,8.7859,9.1907,9.2872,9.2357
BTBD8,3.6731,3.8985,3.938,3.5161,3.5338,4.1595
BTBD9,9.2334,9.1777,9.1513,9.5953,9.6845,9.8446
BTD,7.6996,7.838,7.5799,8.035,7.8308,7.7612
BTF3,12.318,12.3284,12.2366,12.2253,12.2622,12.1769
BTF3L4,9.5925,9.716,9.5488,9.6209,9.5936,9.5487
BTG1,9.6317,9.7837,9.7607,11.2471,11.1491,11.3435
BTG3,8.5906,8.6832,8.7716,9.4884,9.62,9.5549
BTN2A1,10.1095,10.1143,10.1974,10.8038,10.8008,10.86
BTN2A2,7.8636,7.7309,7.6379,8.5506,8.6915,8.775
BTN3A1,8.0857,7.9568,7.8971,8.5383,8.5233,8.451
BTN3A2,8.157,8.3339,7.994,9.093,8.9731,9.0214
BTN3A3,7.9537,7.7457,7.8434,8.2865,8.4113,8.149
BTRC,9.5498,9.3708,9.4905,10.1923,10.1967,10.3266
BUB1,9.2364,9.2206,9.3357,6.2732,6.284,6.3489
BUB1B,8.9925,9.1558,9.2392,6.3123,6.2664,6.0798
BUB3,10.9839,11.1053,11.1646,10.6299,10.6258,10.6577
BUD13,7.4847,7.2519,7.3604,7.578,7.3254,7.2756
BUD23,9.5304,9.5579,9.4552,9.795,9.9116,9.8974
BUD31,9.9157,9.9663,9.9454,9.8375,9.7669,9.7912
BVES,8.7246,8.8965,8.8057,9.3042,9.3218,9.4444
BYSL,9.065,8.9985,9.0194,8.9882,8.7782,8.9254
BZW1,12.9611,13.0408,12.9799,12.7546,12.8408,12.8367
BZW2,10.1624,10.2511,10.2417,10.1923,10.0802,10.1791
C10orf55,6.7691,6.8898,6.739,8.5547,8.5673,8.8661
C10orf67,3.808,2.8627,3.3362,3.2195,3.7525,3.5038
C10orf88,7.9754,8.0429,7.8971,7.7374,7.9899,7.9681
C11orf1,5.722,5.6704,6.1865,5.8893,5.9049,5.9901
C11orf24,11.0467,11.0115,11.0406,9.9991,10.1176,9.9813
C11orf49,8.3352,8.3533,8.4793,8.0524,8.2228,8.2139
C11orf52,2.7008,3.3989,3.8536,2.8457,3.276,3.0143
C11orf54,7.9243,8.0666,7.9387,8.0408,8.1234,8.306
C11orf58,11.1543,11.1926,11.1525,11.158,11.2162,11.1725
C11orf68,9.8644,9.9085,9.9364,9.6402,9.5632,9.424
C11orf71,6.6839,6.6126,6.4536,6.3314,6.4019,5.9334
C11orf80,7.067,6.8765,7.0165,5.8632,6.2485,5.914
C11orf87,3.1705,3.3989,3.5658,4.0665,4.5791,4.2856
C11orf94,6.4145,6.269,6.7032,6.6844,6.5981,6.7607
C11orf95,9.6743,9.4741,9.5852,10.8106,10.7485,10.8305
C11orf96,4.427,4.0004,4.0178,8.9851,8.3706,9.0259
C11orf98,8.6502,8.7542,8.7337,8.976,8.9204,9.0616
C12orf29,8.3013,8.5509,8.3847,8.1742,8.1716,8.4066
C12orf4,8.6988,8.8392,8.7774,7.6253,7.6656,7.5576
C12orf43,8.1821,8.2893,8.3114,7.1941,7.5895,7.3782
C12orf45,6.0562,6.3866,6.4679,6.369,6.1935,6.2285
C12orf50,6.9108,6.3866,6.6911,6.8531,6.8321,6.4734
C12orf57,9.0884,9.088,9.1041,9.6838,9.491,9.6385
C12orf60,4.0451,4.4237,4.8276,5.0312,4.7413,5.1295
C12orf65,8.7954,8.6639,8.7129,8.7667,8.6682,8.7341
C12orf66,6.1353,5.8986,5.9427,6.4763,6.1363,6.3344
C12orf73,6.5166,6.706,6.629,7.2556,7.2996,7.1403
C12orf75,11.6067,11.7305,11.6921,10.0154,10.2605,9.9755
C12orf76,7.1328,6.903,6.9055,7.6862,7.8428,7.6366
C14orf119,10.2613,10.17,10.2438,10.4801,10.4276,10.3717
C14orf28,6.1094,6.4777,6.7152,6.3314,6.6399,6.4866
C14orf39,3.808,4.863,4.5874,4.0665,4.6892,4.5088
C14orf93,5.8526,5.6704,5.5718,5.6353,5.2161,5.1295
C15orf39,8.0316,7.892,7.9233,8.0697,7.9845,8.037
C15orf40,8.1443,8.1632,7.9489,8.2315,8.4509,8.4941
C15orf48,3.6731,3.7889,3.4556,2.6149,3.276,3.0143
C15orf61,6.2345,6.4237,6.3184,6.3314,6.4496,6.29
C15orf62,4.2487,3.5409,4.3614,4.3928,4.2603,3.6977
C15orf65,3.9314,3.3989,4.0934,3.5161,3.276,3.1531
C16orf46,4.427,4.0004,3.8536,4.7181,4.5208,4.1595
C16orf70,8.3127,8.2064,8.2258,8.6945,8.4703,8.5765
C16orf71,4.1505,4.4237,4.5874,4.6587,4.5791,4.4561
C16orf72,11.3985,11.5406,11.3638,11.2703,11.2345,11.2172
C16orf74,6.3047,6.0725,6.2374,5.9401,5.8585,5.914
C16orf87,8.7666,8.9861,8.763,9.6267,9.5505,9.6836
C16orf89,2.9547,3.8985,3.206,3.6442,3.5338,3.1531
C16orf91,6.7014,6.9547,6.9969,7.1836,6.9474,7.1895
C16orf95,5.1907,4.7505,4.9547,5.7819,5.3225,5.0249
C17orf107,4.7952,4.4237,4.2989,3.2195,3.8505,3.8686
C17orf49,8.3408,8.4555,8.4071,8.9265,8.6715,8.8121
C17orf58,6.2583,6.942,6.9159,6.8263,6.5406,6.7166
C17orf67,4.9197,5.1558,5.1443,5.122,5.1406,5.1952
C17orf75,7.6996,7.6626,7.7819,7.932,7.9069,7.8608
C17orf80,8.5087,8.4283,8.6888,8.2767,8.3116,8.306
C18orf21,7.3911,7.5241,7.8269,7.4954,7.652,8.0503
C18orf25,9.2394,9.2927,9.3122,9.2723,9.2154,9.352
C18orf32,8.567,8.9547,8.6392,9.5693,9.6182,9.5439
