symbol,control_1,control_2,control_3,Hoxa1KN_1,Hoxa1KN_2,Hoxa1KN_3
ALDH2,9.8893,9.8821,9.8775,10.1443,10.104,10.1942
ALDH4A1,8.6138,8.6365,8.7916,9.0502,8.9973,8.9707
ALDH5A1,5.722,5.4359,5.7459,4.0665,4.6352,4.5596
ALDH6A1,8.1696,7.982,8.0986,7.586,7.782,7.7558
ALDH8A1,2.3925,2.6282,2.5217,4.0665,3.9423,4.2239
ALDH9A1,10.6905,10.662,10.6283,9.2193,9.2828,9.1861
ALDOA,14.2529,14.2129,14.2913,14.0359,14.0359,14.0206
ALDOC,7.423,7.0764,7.3527,7.4168,7.21,7.364
ALG1,9.3949,9.6011,9.4958,9.4863,9.5377,9.5455
ALG10B,7.0122,7.4359,7.2818,7.7229,7.7695,7.9728
ALG11,8.6681,8.4909,8.4436,8.2667,8.0427,8.0636
ALG12,8.5859,8.5213,8.538,8.9296,8.8976,8.9157
ALG13,8.3684,8.4822,8.3114,8.1311,8.1668,8.2218
ALG14,7.2677,7.4718,7.4056,7.1623,7.1631,6.9723
ALG2,9.3976,9.3827,9.4171,9.5263,9.556,9.4579
ALG3,9.5328,9.32,9.5268,9.9441,9.8117,9.8586
ALG5,8.4061,8.3388,8.2383,8.5424,8.5709,8.6806
ALG6,7.1709,7.1886,6.8844,7.586,7.4789,7.5514
ALG8,8.8859,8.942,8.9999,8.9607,8.9232,8.8961
ALG9,10.8642,10.8563,10.8185,10.9857,10.9651,10.9976
ALKAL1,4.427,5.1993,4.6883,3.7619,3.4107,3.8686
ALKBH1,7.4948,7.2724,7.2737,7.4697,7.1535,7.3568
ALKBH2,6.5362,6.5126,6.3951,6.3504,6.3526,6.5632
ALKBH3,7.8636,8.0666,7.8434,7.4346,7.6452,7.7059
ALKBH4,7.6008,7.1993,7.6316,7.6561,7.6384,7.6946
ALKBH5,10.299,10.2433,10.3303,10.4142,10.3564,10.4521
ALKBH6,7.1833,7.0529,7.6188,7.1407,7.2375,6.9052
ALKBH7,7.9317,7.7309,7.6814,7.9631,7.9069,7.9634
ALKBH8,7.7169,7.5326,7.6252,7.1407,6.8321,6.8654
ALMS1,8.4988,8.442,8.2753,8.4313,8.4742,8.3023
ALOX12,4.5858,4.2689,4.3614,4.7181,5.0194,5.1952
ALPK1,7.0122,6.9291,6.7966,6.5436,6.5258,6.1806
ALPK2,10.674,10.8614,10.7191,9.0002,9.2916,8.9157
ALPL,5.722,5.6391,5.6983,4.6587,5.2161,5.1627
ALS2,9.9026,9.7029,9.7549,9.6402,9.6745,9.5549
ALS2CL,5.7558,5.9757,6.1865,5.6353,5.2879,5.1295
ALX3,5.1404,5.1109,4.7363,5.3646,5.1789,5.1295
ALYREF,9.833,10.0128,9.9479,9.6479,9.62,9.6102
AMACR,7.6734,7.454,7.54,7.2755,7.21,7.5701
AMBRA1,9.0717,9.1503,9.1948,9.4139,9.4289,9.4795
AMD1,10.3757,10.6005,10.5525,10.5109,10.4532,10.6628
AMDHD1,4.5086,4.6285,4.3614,5.7819,5.5142,5.7487
AMDHD2,7.6996,7.591,7.6379,8.5383,8.4153,8.3464
AMER1,7.0122,6.9291,7.1986,7.2455,6.9251,6.8552
AMFR,10.9884,10.9611,11.059,11.178,11.1754,11.1918
AMIGO1,6.5746,6.58,6.4679,5.2484,5.4215,4.9507
AMIGO2,9.4908,9.593,9.5704,9.8934,10.1861,9.8825
AMIGO3,2,2,2,2,3.9423,2
AMMECR1,8.8075,8.7902,8.7426,10.0549,10.0903,10.0814
AMMECR1L,9.6918,9.6052,9.4408,9.7984,9.7043,9.7204
AMN1,6.1094,5.7309,5.6983,7.1078,7.0947,7.1733
AMOT,8.4583,8.4146,8.4071,7.1941,6.9251,7.0365
AMOTL1,11.2382,11.3132,11.2299,11.1095,11.2463,11.021
AMOTL2,12.1291,12.2767,12.3847,11.4989,11.7981,11.557
AMPD2,10.9451,10.917,10.9865,10.8968,10.9562,10.9959
AMPD3,9.0066,8.8865,8.8197,9.434,9.3197,9.4612
AMPH,7.1583,7.0647,7.0548,5.2882,5.0609,5.1627
AMT,4.1505,3.7889,4.6387,4.3179,4.6892,4.7021
AMY2B,4.2487,4.5634,4.0934,4.6587,4.7413,4.9883
AMZ1,6.3496,6.2893,6.5372,5.9401,5.4215,5.7487
AMZ2,9.7909,9.7216,9.706,9.6986,9.6611,9.695
ANAPC1,10.034,10.1312,10.0126,9.6364,9.759,9.6879
ANAPC10,6.5362,6.7938,6.6033,5.8893,6.2304,5.6349
ANAPC11,9.5033,9.3444,9.2963,9.4647,9.3003,9.4444
ANAPC13,9.5546,9.5198,9.4694,9.5693,9.6372,9.6087
ANAPC15,8.3684,8.4777,8.6517,8.1582,8.181,8.1696
ANAPC16,8.9818,8.8529,9.0972,9.2648,9.3025,9.1513
ANAPC2,9.2122,9.1475,9.0435,9.3472,9.3804,9.4274
ANAPC4,8.1251,8.1129,8.2132,8.2568,8.4033,8.1112
ANAPC5,11.0611,11.0008,11.0543,10.8968,10.9794,10.9328
ANAPC7,9.5522,9.5971,9.5471,9.0328,9.0729,9.0009
ANG,5.2393,4.9161,5.3432,4.7181,4.9325,5.5867
ANGEL1,7.8866,8.0128,7.7989,7.9383,7.8897,8.0189
ANGEL2,8.284,8.6246,8.4364,9.0092,8.9119,9.0032
ANGPT1,9.6225,9.6173,9.577,8.462,8.56,8.3023
ANGPT2,2.7008,3.3989,3.3362,6.3875,6.4806,6.5879
ANGPTL2,10.3784,10.1741,10.1996,10.7451,10.7229,10.8182
ANK1,4.659,5.2825,5.1083,5.6957,5.3225,5.227
ANK2,6.4562,6.2893,6.2037,4.6587,5.0194,5.0606
ANK3,5.54,5.2825,5.649,4.7181,4.33,4.8725
ANKAR,4.427,3.3989,4.3614,4.2388,3.8505,4.2856
ANKDD1A,5.4603,5.789,5.649,5.8632,5.8819,6.0623
ANKEF1,5.4603,5.9248,5.963,3.972,4.7413,4.1595
ANKFY1,10.8834,10.946,10.903,10.9247,10.9465,10.9685
ANKH,9.2274,9.2775,9.2119,10.1511,10.009,10.1699
ANKHD1,9.5901,9.8585,9.2983,9.9611,9.8537,10.2762
ANKHD1-EIF4EBP3,8.8275,8.3866,8.9474,9.3114,9.3577,8.7963
ANKIB1,10.4665,10.4975,10.497,10.4972,10.5612,10.6042
ANKLE1,3.808,4.4952,4.5874,4.3928,4.6892,4.6087
ANKLE2,10.628,10.5841,10.6267,10.6104,10.5961,10.6103
ANKMY1,5.9434,6.2893,5.963,5.7537,6.0969,6.0798
ANKMY2,8.75,8.7579,8.7129,8.0867,8.6029,8.3245
ANKRA2,7.6734,7.7819,7.6814,8.9453,8.9176,9.0835
ANKRD1,7.8636,8.037,8.0377,6.3875,6.8079,6.1806
ANKRD10,8.5527,8.2893,8.3809,10.7053,10.6743,10.8675
ANKRD11,12.2343,12.169,12.2166,12.1971,12.1868,12.1875
ANKRD12,10.7681,10.7759,10.8738,11.3842,11.3215,11.3956
ANKRD13A,11.951,12.0608,12.0342,9.9503,10.2243,10.0518
ANKRD13B,6.8805,6.942,6.5507,7.4168,7.2465,7.2293
ANKRD13C,9.2601,9.2073,9.1469,9.2993,9.3743,9.4308
ANKRD13D,8.4114,8.3192,8.5614,9.5408,9.3968,9.6488
ANKRD16,6.0009,5.8449,6.0604,6.2532,6.3692,6.2748
ANKRD17,11.474,11.4205,11.4047,11.7595,11.5894,11.7096
ANKRD18B,6.8179,6.9547,6.9671,5.3646,5.0609,5.2581
ANKRD23,3.5242,4.0956,4.8276,4.7753,4.33,3.5038
ANKRD24,3.6731,3.2413,3.4556,3.2195,3.276,4.0214
ANKRD26,8.3574,8.1741,8.3466,7.9995,8.0735,8.0459
ANKRD27,9.1437,9.0046,9.017,8.687,8.5816,8.634
ANKRD28,10.6292,10.6405,10.6836,10.3522,10.5125,10.3321
ANKRD29,4.427,4.0004,4.3614,4.8831,5.3892,5.3183
ANKRD30BL,5.6874,6.8079,6.4392,6.369,6.5406,6.8348
ANKRD33B,7.544,7.2826,7.5667,7.3896,7.6988,7.2526
ANKRD34A,7.1583,6.863,6.9468,6.369,6.1168,5.914
ANKRD35,6.1094,6.2064,5.963,5.1654,5.1406,5.1295
ANKRD36B,7.8322,8.3677,8.2874,7.8346,8.2365,8.2178
ANKRD36C,5.1907,5.3224,4.8276,6.5103,5.9718,6.2285
ANKRD37,5.6519,5.4359,5.518,5.0312,4.9325,5.0606
ANKRD39,7.0804,7.111,7.0165,6.3875,6.6399,6.4601
ANKRD40,10.063,10.0783,10.0523,9.8189,9.8298,9.8318
ANKRD42,8.1759,8.396,8.2047,9.1775,9.0805,9.1304
ANKRD44,8.9235,9.1167,9.0995,9.3706,9.2784,9.3043
ANKRD45,3.9314,3.7889,3.206,3.7619,4.1101,3.6977
ANKRD46,7.6909,7.6704,7.5058,8.2517,8.0633,8.1859
ANKRD49,6.8179,6.6755,6.8079,6.8923,6.9474,7.1065
ANKRD50,10.0306,10.0097,9.9248,10.4725,10.5329,10.6555
ANKRD52,11.9122,11.9851,11.9407,12.2528,12.262,12.2502
ANKRD53,3.3581,3.8985,4.2336,2.8457,3.4107,3.6977
ANKRD54,8.567,8.4146,8.4793,8.7346,8.6238,8.6399
ANKRD55,3.6731,2.8627,3.3362,4.5318,3.5338,4.0214
ANKRD6,7.4439,7.8242,7.8597,7.7868,7.6036,7.5762
ANKRD61,3.808,3.0644,3.4556,2.6149,3.7525,3.604
ANKRD9,8.6367,8.396,8.6673,8.4577,8.3244,8.4442
ANKS1A,9.1627,9.1195,9.1513,9.129,9.1758,9.09
ANKS1B,4.0451,4.0004,4.2336,4.3928,4.8401,4.4561
ANKS3,8.0177,8.0489,7.8651,8.2717,8.3029,8.1112
ANKS6,8.8705,8.8998,8.8608,8.6532,8.812,8.775
ANKZF1,7.7675,7.6704,7.7296,8.3348,8.2767,8.2139
ANLN,11.4536,11.6258,11.6661,8.1366,8.7656,8.4066
ANO1,8.3013,8.5593,8.5312,6.4414,6.6399,6.1968
ANO10,10.4133,10.426,10.49,10.4497,10.3812,10.3823
ANO2,4.1505,2.8627,3.938,4.9835,2,6.0085
ANO4,8.8472,8.8426,8.8001,8.53,8.6479,8.5765
ANO6,11.2765,11.2506,11.1885,11.4962,11.6017,11.564
ANO7,4.9197,5.4359,5.6983,6.1272,6.1363,6.3197
ANO8,7.2321,7.5991,7.7704,8.2517,8.2942,8.3391
ANOS1,4.8588,4.5634,3.8536,4.7181,5.2525,3.947
ANP32A,10.0613,9.9944,10.1023,9.3018,9.3681,9.2396
ANP32B,10.9651,11.0267,11.0841,9.6931,9.8056,9.6562
ANP32E,10.483,10.5562,10.5314,9.6345,9.7653,9.719
ANPEP,10.8574,10.7414,10.8751,10.8568,10.7261,10.8234
ANTKMT,7.5536,7.4982,7.8046,7.6097,7.3507,7.4132
ANTXR1,11.5584,11.6087,11.5804,12.3344,12.3219,12.4106
ANTXR2,11.8223,11.8615,11.9051,11.9263,11.8663,11.9481
ANXA1,12.7307,12.7538,12.7831,11.2998,11.3342,11.248
ANXA10,3.1705,2.348,2.5217,5.0773,4.6892,4.4561
ANXA11,11.8713,11.8453,11.8411,11.6377,11.6489,11.6047
ANXA2,15.2676,15.2693,15.3189,14.2835,14.3575,14.2512
ANXA2R,4.2487,4.0956,4.7827,4.0665,3.8505,4.0214
ANXA3,5.2863,5.8172,5.8585,4.2388,4.1101,4.4015
ANXA4,9.7156,9.6092,9.5555,10.4108,10.4395,10.3823
ANXA5,14.5784,14.573,14.549,14.3701,14.3685,14.3454
ANXA6,13.4944,13.4595,13.49,12.8499,12.9211,12.8362
ANXA7,10.7304,10.8,10.7033,10.4812,10.5685,10.4976
ANXA8,3.5242,4.0004,3.5658,3.2195,2.7747,2.4936
ANXA9,4.5858,4.3484,4.3614,4.2388,4.6892,4.1595
AOC2,4.2487,3.6702,4.4213,5.6353,5.1013,5.2885
AOPEP,8.6046,8.6601,8.5481,7.7374,7.8308,7.6601
AOX1,9.0851,9.0588,9.0834,7.1623,7.2555,7.1486
AP1AR,7.7083,7.5828,7.6753,8.1091,8.2365,8.3245
AP1B1,11.316,11.2107,11.3417,11.0666,11.0908,11.0125
AP1G1,11.296,11.3311,11.3217,10.8242,10.8704,10.8612
AP1G2,6.5555,6.7505,6.6416,6.8263,6.9251,6.8552
AP1M1,10.7998,10.8,10.865,10.6424,10.5881,10.6693
AP1S2,10.8219,10.8605,10.8664,10.319,10.372,10.4215
AP1S3,6.4145,6.1631,6.2206,5.4014,5.3225,5.227
AP2A1,11.9994,11.9734,12.0434,11.7718,11.7717,11.7641
AP2A2,9.6157,9.8277,9.8203,9.4863,9.5396,9.4528
AP2B1,12.6381,12.6373,12.6874,12.1439,12.2081,12.0923
AP2M1,13.5879,13.5613,13.6177,13.3833,13.3927,13.3605
AP2S1,11.0654,11.1343,11.1235,11.282,11.2242,11.2083
AP3B1,10.8378,10.7947,10.801,11.0333,11.0623,10.9808
AP3B2,2,4.0956,3.0629,3.8708,4.33,4.1595
AP3D1,12.1283,12.0809,12.1846,11.8357,11.8512,11.7762
AP3M1,10.3784,10.3831,10.3858,10.3766,10.4257,10.4283
AP3M2,8.9309,8.9031,8.9217,9.4139,9.2292,9.4393
AP3S1,10.4868,10.6649,10.5856,10.3812,10.4066,10.3439
AP3S2,9.0309,9.2285,9.0506,9.5159,9.468,9.4308
AP4B1,7.7921,7.701,7.7414,7.3712,7.4712,7.2907
AP4E1,8.7954,8.9484,8.7687,8.3723,8.6479,8.3134
AP4M1,8.4008,8.5593,8.2508,8.7238,8.5564,8.6575
AP4S1,7.2441,6.9799,7.1104,7.2149,7.1631,7.0002
AP5B1,8.3352,8.5467,8.5037,8.5341,8.6342,8.6131
AP5M1,9.1244,9.0588,8.9752,9.0646,9.0238,9.105
AP5S1,8.2666,8.3436,8.3466,8.1901,8.2319,8.2986
AP5Z1,9.5522,9.5745,9.6128,10.2209,10.1028,10.14
APAF1,9.8605,9.9804,9.7808,9.869,9.9673,9.9255
APBA1,8.1186,8.2223,8.4863,8.4664,8.3456,8.5517
APBA2,8.1696,8.687,8.3922,9.3867,9.0981,9.2338
APBA3,7.8083,7.6858,7.7414,7.7658,7.7054,7.7828
APBB2,10.0798,10.1382,10.0977,9.2167,9.4209,9.184
APBB3,6.0288,5.8172,6.0222,6.5103,6.1935,6.3049
APC,10.6337,10.5277,10.6123,9.7023,9.6509,9.675
APC2,6.8957,6.58,6.4392,6.7712,6.6937,6.8244
APCDD1,5.722,6.1631,6.2037,3.2195,3.9423,2.6888
APCDD1L,9.8409,9.8551,9.9352,11.1213,10.8828,11.1216
APEH,10.2774,10.2355,10.3205,10.4164,10.3001,10.3815
APEX1,10.8229,10.7991,10.8247,11.2528,11.1677,11.1907
APEX2,8.0791,8.0489,8.1077,7.9753,7.8368,7.9681
APH1A,10.6246,10.5583,10.5708,11.1081,11.0623,11.1105
APH1B,8.4888,8.451,8.5943,8.3301,8.0785,8.3245
API5,11.0025,11.0514,10.9431,10.4018,10.4831,10.5613
APIP,8.4114,8.3724,8.3427,8.9042,8.8803,8.8509
APLF,6.3932,6.4053,6.4246,6.3504,5.9934,6.4056
APLP1,8.0724,8.1577,8.0986,8.6301,8.6376,8.6977
APLP2,12.6838,12.67,12.7068,13.0852,13.0933,13.137
APMAP,11.3824,11.3915,11.3902,11.3494,11.3537,11.3353
APOBEC3B,7.7921,7.8102,7.8434,4.8302,5.1789,4.8317
APOBEC3C,10.4524,10.4566,10.5641,10.3904,10.313,10.3556
APOBEC3D,4.0451,4.1849,4.6387,5.0773,4.2603,4.1595
APOBEC3F,6.6119,5.9248,6.2037,5.4014,5.6291,5.5867
APOBEC3G,5.5007,5.8449,5.6739,5.4722,5.5438,5.9526
APOC3,5.5007,4.2689,4.6387,4.7753,4.7413,4.5088
APOE,5.5783,5.5745,5.4621,6.0367,5.9499,6.0266
APOL1,5.1907,5.3612,5.518,4.8831,5.0609,4.8317
APOL3,4.8588,4.2689,4.0934,4.1552,4.1872,4.5088
APOL4,6.1353,6.269,6.3649,6.2928,6.1747,6.6122
APOL6,9.0481,8.9705,8.8527,8.3012,8.3665,8.3608
APOLD1,6.6303,7.088,6.496,5.6658,6.3357,6.0266
APOM,3.1705,2.8627,2,2.6149,4.0287,2.4936
APOO,7.5915,7.7819,7.7057,7.3805,7.3756,7.0365
APOOL,8.9161,8.9259,8.7426,8.363,8.2136,8.1737
APP,13.6664,13.5621,13.6368,14.2471,14.1944,14.2513
APPBP2,10.1127,10.1368,10.1506,9.5953,9.6389,9.6177
APPL1,9.4958,9.6819,9.5966,8.7454,8.7906,8.7937
APPL2,10.1029,10.2549,10.1462,9.6536,9.9088,9.8188
APTX,8.6769,8.6678,8.7888,8.7454,8.6169,8.607
AQP11,5.4603,5.6072,5.3739,4.8302,4.9325,5.1627
AQR,9.8449,10.0036,9.9757,9.9331,10.0037,9.9708
AR,7.4746,7.4268,7.2898,7.0041,7.21,7.1065
ARAF,9.7113,9.8771,9.7879,9.6986,9.7109,9.7507
ARAP1,10.4172,10.2868,10.3622,10.9032,10.8719,10.8517
ARAP2,4.8588,4.863,4.6387,4.0665,4.0287,4.1595
ARAP3,8.4787,8.3913,8.5548,8.1636,8.2986,8.3996
ARC,3.3581,3.3989,3.4556,4.0665,4.6892,3.947
ARCN1,12.7557,12.7393,12.7883,12.7466,12.7861,12.7068
AREL1,10.3933,10.2893,10.442,10.7099,10.6032,10.5721
ARF1,12.958,12.9871,13.0466,12.683,12.7454,12.6825
ARF3,12.0678,12.0812,12.0203,11.9125,11.9017,11.9116
ARF4,13.1443,13.1859,13.1401,13.2145,13.2821,13.17
ARF5,10.215,10.2956,10.3106,10.5554,10.5855,10.6193
ARFGAP1,11.2178,11.2291,11.2559,11.0515,11.0319,10.9532
ARFGAP2,9.9992,9.9757,9.93,9.7368,9.7716,9.6207
ARFGAP3,10.6349,10.706,10.6535,10.0749,10.2671,10.0617
ARFGEF2,10.5663,10.5159,10.4573,10.7752,10.7745,10.809
ARFIP1,9.2835,9.2206,9.2782,9.4927,9.6509,9.6042
ARFIP2,9.9868,10.0444,10.1137,9.8902,10.0327,9.824
ARFRP1,9.3375,9.2337,9.1862,9.2295,9.1567,9.1513
ARG2,5.8526,5.872,5.7691,5.9892,5.9049,6.2127
ARGLU1,9.833,9.7291,9.7388,9.807,9.8858,9.8279
ARHGAP1,11.4328,11.4785,11.5252,11.6115,11.6184,11.5437
ARHGAP10,9.5854,9.7104,9.5885,9.3259,9.3701,9.3006
ARHGAP11A,9.0171,9.0558,9.3279,7.3337,6.9911,7.4201
ARHGAP12,9.2453,9.1308,8.9876,9.0589,9.055,8.9327
ARHGAP17,10.4968,10.5223,10.6299,10.0125,10.0483,10.044
ARHGAP18,9.835,9.9052,9.8961,8.5547,8.7371,8.4776
ARHGAP19,8.5382,8.3192,8.4793,7.3619,7.023,7.2603
ARHGAP20,6.9405,6.7938,6.9159,6.3314,6.2304,6.2127
ARHGAP23,11.6855,11.7038,11.7447,10.7883,10.7557,10.6965
ARHGAP24,8.9995,9.1805,9.1819,9.2847,9.2784,9.22
ARHGAP25,3.3581,3.5409,3.4556,3.3754,3.8505,3.8686
ARHGAP26,6.0562,5.5745,5.4903,6.3504,6.1168,6.1311
ARHGAP27,3.1705,2.8627,2.904,3.972,4.3964,4.3447
ARHGAP28,6.9405,6.6755,6.8191,8.4489,8.7145,8.7723
ARHGAP29,10.1951,10.34,10.4193,8.1636,8.4587,8.1027
ARHGAP31,9.9306,9.982,9.9619,9.9534,9.9016,9.824
ARHGAP32,8.1121,8.141,8.0986,8.4664,8.5923,8.5263
ARHGAP33,5.8211,5.8986,6.4536,4.9835,5.0609,4.9507
ARHGAP39,7.2909,7.2622,7.4276,7.074,6.5981,6.991
ARHGAP42,7.2794,7.3613,7.3756,8.0582,8.0165,8.0811
ARHGAP44,6.083,5.5069,5.8145,6.4414,6.0768,6.1806
ARHGAP45,6.7186,6.7359,6.7623,7.3049,7.3339,7.3782
ARHGAP5,10.2376,10.087,10.251,10.0735,10.1505,10.0496
ARHGAP6,5.6874,5.399,5.2799,6.639,6.4496,6.6361
ARHGAP8,3.3581,2,3.0629,2.8457,3.5338,3.6977
ARHGDIA,12.9427,12.9464,13.0502,13.0703,13.032,13.0169
ARHGDIB,6.2817,6.5298,6.5099,5.0773,4.7915,4.7021
ARHGDIG,3.1705,2.8627,3.7639,3.5161,3.4107,3.2797
ARHGEF1,9.9213,9.9118,10.0163,10.4376,10.3109,10.4671
ARHGEF10,9.3787,9.2467,9.3023,8.5869,8.6376,8.5858
ARHGEF10L,8.237,8.1242,8.1832,7.7083,7.5389,7.7059
ARHGEF11,9.8817,9.8771,9.8974,9.5774,9.5901,9.7077
ARHGEF12,12.2351,12.3397,12.1767,12.817,12.8323,12.8808
ARHGEF17,11.4804,11.4646,11.4845,11.6188,11.5911,11.6107
ARHGEF19,7.0937,6.9161,7.0165,7.074,7.1047,7.0365
ARHGEF2,11.2989,11.0916,11.1145,10.5746,10.5747,10.5032
ARHGEF25,8.4061,8.329,8.4071,8.1474,8.1477,8.0459
ARHGEF26,6.1094,5.6391,5.518,4.6587,4.4599,4.5596
ARHGEF28,9.2453,9.3396,9.2288,10.2539,10.1457,10.3708
ARHGEF3,7.1583,7.111,7.2325,7.7588,7.7184,7.7558
ARHGEF33,3.808,3.6702,3.7639,3.2195,4.2603,3.1531
ARHGEF37,5.0343,4.9673,4.9136,4.7181,4.6892,4.9883
ARHGEF39,5.6874,5.3612,6.0027,4.9835,5.0609,5.3183
ARHGEF4,5.2863,5.3612,5.792,4.7181,5.2161,5.1627
ARHGEF5,3.3581,4.6908,4.2336,3.2195,3.7525,3.5038
ARHGEF6,6.9551,7.0995,6.8737,6.8663,6.8794,6.845
ARHGEF7,9.9026,9.9264,9.9236,10.2899,10.2968,10.3385
ARHGEF9,7.9168,7.9882,8.1213,7.8874,8.1234,7.9444
ARID1A,11.027,10.9892,11.056,10.8675,10.7604,10.8097
ARID1B,10.1338,10.2263,10.1802,10.6055,10.4474,10.623
ARID2,8.8155,8.6005,8.5003,8.9791,8.8803,8.9613
ARID3A,9.3841,9.3565,9.3299,10.9712,10.8972,10.9673
ARID3B,6.8495,6.8079,6.8629,6.9179,6.7833,7.0002
ARID4A,8.0589,8.031,8.1702,8.2618,8.1998,8.2019
ARID4B,9.6587,9.5134,9.5387,9.6325,9.556,9.6027
ARID5A,6.9839,7.1993,6.9159,7.0511,7.2996,7.3853
ARID5B,12.3049,12.2658,12.2405,12.0724,12.1944,12.1014
ARIH1,10.5459,10.3617,10.4429,10.4431,10.5031,10.4894
ARIH2,10.4317,10.434,10.3961,10.4254,10.5096,10.5706
ARIH2OS,4.2487,4.0956,3.8536,4.2388,3.4107,4.2856
ARL1,10.966,10.9721,10.9634,11.0215,11.1461,11.0028
ARL10,9.2572,9.3052,9.2013,9.4273,9.4249,9.4579
ARL13B,7.2794,7.1447,7.2157,8.1528,8.0323,8.2099
ARL14EP,8.2006,8.269,8.2466,8.2517,8.3952,8.2178
ARL15,7.9243,7.7675,7.8158,8.5006,8.708,8.5704
ARL17B,6.2345,5.4718,5.5718,5.4014,5.7097,4.6087
ARL2,9.3596,9.2596,9.3911,9.2321,9.1204,9.1861
ARL2BP,10.1812,10.3143,10.2907,9.2089,9.324,9.1304
ARL2-SNX15,4.5858,4.1849,4.0934,2,2,2
ARL3,9.1627,9.1195,9.0024,9.1318,9.3988,9.3062
ARL4A,7.7592,8.0607,7.7933,6.369,6.3526,6.4466
ARL4C,10.1827,10.3521,10.2957,9.9142,10.1287,9.9048
ARL4D,7.7083,7.7309,7.5196,6.5103,6.3015,6.4601
ARL5A,9.7496,9.7142,9.8175,10.1551,10.0301,10.224
ARL5B,9.3787,9.2775,9.4115,10.5462,10.6843,10.7992
ARL6,6.6839,6.8079,6.3184,6.7712,6.8794,7.1065
ARL6IP1,11.1424,11.1825,11.2252,11.4946,11.4954,11.5691
ARL6IP4,10.503,10.5831,10.4573,10.4198,10.299,10.3592
ARL6IP5,11.136,11.1364,11.1509,10.5615,10.6388,10.5129
ARL6IP6,7.7169,7.892,7.7057,7.6712,7.6656,7.7116
ARL8A,9.2092,9.1167,9.1776,9.8657,9.6945,9.7991
ARL8B,10.4212,10.4329,10.4804,11.0362,11.075,11.1046
ARL9,3.1705,3.3989,3.0629,3.3754,4.1101,3.0143
ARMC1,9.6362,9.6112,9.7284,9.3821,9.3968,9.4188
ARMC2,5.0343,5.0168,5.3119,4.9342,5.4839,4.5088
ARMC5,8.0857,8.1741,8.0614,8.6146,8.6342,8.7146
ARMC6,9.4056,9.3756,9.4516,9.0703,9.0265,8.9754
ARMC7,7.0937,6.9674,7.2737,7.578,7.0542,7.1975
ARMC8,9.2718,9.2571,9.2883,8.7055,8.854,8.6949
ARMC9,9.7005,9.5745,9.5918,10.4822,10.6084,10.4804
ARMCX1,8.9383,8.8865,8.95,10.1403,10.0978,10.0705
ARMCX2,10.4199,10.3167,10.3736,9.8408,9.948,9.7259
ARMCX3,10.9005,10.84,10.7861,10.9048,11.0181,10.8813
ARMCX4,8.4583,8.4555,8.5072,8.5424,8.5196,8.631
ARMCX5,7.5915,7.3803,7.5332,7.2556,7.782,7.454
ARMCX6,9.2394,9.2724,9.214,8.7807,8.6169,8.5006
ARMH1,5.8211,5.5069,5.6739,5.6041,5.1406,5.1627
ARMH3,8.9782,9.0705,9.0411,9.2797,9.3303,9.4206
ARMH4,8.0316,8.0607,8.0708,8.0923,7.9627,8.0592
ARNT,9.4214,9.3249,9.4888,9.2346,9.3388,9.3192
ARNT2,9.4706,9.591,9.6063,8.6028,8.8391,8.6191
ARNTL,7.5536,7.6233,7.7057,8.1742,8.0165,8.0898
ARNTL2,10.1734,10.3302,10.3146,8.8117,8.7936,8.9589
ARPC1A,11.7345,11.6896,11.7207,11.254,11.2874,11.23
ARPC1B,11.6472,11.5688,11.6513,11.4786,11.4245,11.5
ARPC2,13.1074,13.1546,13.1409,12.1604,12.2477,12.1288
ARPC4,11.6055,11.6529,11.5759,11.5437,11.5152,11.4947
ARPC4-TTLL3,6.0009,6.0249,6.4536,5.2484,5.7861,6.6711
ARPC5,12.1035,12.1573,12.1435,11.3646,11.4121,11.3784
ARPC5L,9.5401,9.7198,9.6539,9.4625,9.4622,9.4679
ARPIN,8.3738,8.4997,8.5141,7.6936,7.8005,7.6068
ARPP19,10.9911,11.1188,11.0707,10.8651,10.8914,10.9195
ARRB1,7.879,7.9118,8.1303,7.5373,7.6922,7.6832
ARRB2,7.0122,6.8219,7.0736,6.2532,6.0147,6.6361
ARRDC1,7.6734,7.7085,7.7414,8.3109,8.259,8.4476
ARRDC2,6.6119,6.3093,6.3801,7.0395,7.0947,7.268
ARRDC3,8.9675,9.2977,9.2516,10.3069,10.4946,10.4951
ARRDC4,9.5498,9.4176,9.4244,8.7842,8.7967,8.672
ARSA,8.7749,8.5467,8.9008,9.3378,9.343,9.3338
ARSB,10.3538,10.3995,10.4653,10.3674,10.4087,10.4206
ARSD,8.0177,7.872,7.8651,7.5455,7.392,7.5387
ARSG,7.9754,7.8102,7.7704,8.0055,7.6988,8.0767
ARSI,8.1883,7.8449,8.0281,7.1836,7.0746,7.1065
ARSJ,11.3857,11.5155,11.4753,9.5551,9.8757,9.5329
ARSK,9.0851,9.202,9.1335,8.657,8.7875,8.6575
ARSL,5.4603,5.5069,5.2799,5.9649,6.1168,5.7267
ARV1,7.7757,7.6858,7.8597,7.529,7.5966,7.4872
AS3MT,5.8526,5.7009,5.8367,5.122,5.0609,4.1595
ASAH1,9.938,9.7997,9.841,10.4897,10.4716,10.5008
ASAH2,6.0288,5.4359,5.6739,6.5599,6.7957,6.3633
ASAH2B,7.0398,7.1336,6.8521,7.4869,7.5608,7.4674
