User_ID sorted by SD,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
 ENSMUSG00000091345,4.2113,4.1096,3.6483,3.74,4.8002,5.3297,3.5309,3.5108,4.1103,3.886,3.4793,4.2163
 ENSMUSG00000078920,10.8865,10.5888,10.9654,10.7226,10.187,9.8933,10.9514,10.6131,10.7098,10.9727,12.0984,11.4166
 ENSMUSG00000079104,10.4656,10.3966,10.4905,10.2819,10.6798,10.7343,11.2541,11.1981,10.3744,10.4001,12.0909,11.4354
 ENSMUSG00000015671,11.0518,10.8325,11.1498,10.6947,11.2236,10.981,11.5476,11.5218,11.0572,11.1399,12.6247,12.1454
 ENSMUSG00000069609,4.0826,3.8306,4.4837,4.4373,4.1036,2.9238,4.113,5.0811,4.0265,3.9948,4.2461,5.0044
 ENSMUSG00000028528,5.0647,4.5593,4.9,3.8623,5.1287,5.6971,4.2447,4.7579,3.8312,4.2614,4.1375,4.4223
 ENSMUSG00000091938,3.6451,4.1867,3.6483,3.74,4.3505,5.0999,4.2447,3.9271,4.4494,2.9238,3.4793,3.7315
 ENSMUSG00000037905,10.7846,10.7184,10.74,10.8425,10.6834,10.6553,10.8665,10.8984,10.7726,10.8953,12.4129,11.9488
 ENSMUSG00000031224,4.6527,4.5052,4.2466,4.4988,3.7693,4.5931,3.9606,4.3167,2.9238,4.9014,4.738,4.8392
 ENSMUSG00000017417,6.2919,6.1477,6.0245,6.8903,5.9023,6.7453,6.077,5.596,7.2633,7.1647,5.8443,6.8527
 ENSMUSG00000002228,5.5506,5.7442,5.5599,5.3036,5.3911,6.4945,5.455,5.386,6.0331,4.7062,4.4346,5.998
 ENSMUSG00000099041,7.8489,8.1324,7.8447,7.9528,7.1377,7.044,6.8529,6.6427,7.4798,7.4226,6.5936,6.6444
 ENSMUSG00000031730,9.1324,9.219,9.1915,9.2239,9.4847,9.4187,9.9907,10.2585,9.2116,9.2096,10.7634,10.2767
 ENSMUSG00000029671,5.4665,5.4355,5.0875,5.6374,5.9023,6.8909,5.6686,4.6008,5.4892,6.0436,5.6239,6.0165
 ENSMUSG00000024749,4.9736,4.9607,5.3263,4.2295,5.3911,5.9427,5.0847,4.4196,4.842,4.6522,4.0154,4.2895
 ENSMUSG00000070044,6.5739,5.9604,6.4398,6.2785,5.4832,5.5853,5.5871,4.8972,6.0503,6.0818,4.8032,5.8815
 ENSMUSG00000021490,4.3786,4.1867,3.8066,4.9433,4.8002,4.1352,3.9606,3.7484,4.2593,4.1803,2.9238,3.3941
 ENSMUSG00000036168,6.5934,6.5716,6.3728,6.586,6.8145,7.1441,7.3648,6.9863,6.5733,6.7357,8.131,7.8842
 ENSMUSG00000045232,5.5301,5.4355,5.0875,5.0622,4.3505,4.821,3.7763,4.7579,5.6117,5.4766,4.5181,4.5962
 ENSMUSG00000030247,5.0647,4.8408,4.4837,4.9011,4.7228,5.0999,4.7362,4.8295,5.2049,5.6924,3.7047,5.8815
 ENSMUSG00000049760,9.4932,9.3204,9.6255,9.2379,9.7902,9.3493,10.4206,10.3654,9.6184,9.4882,10.9081,10.5007
 ENSMUSG00000082233,4.3786,4.611,4.4837,4.0637,5.1855,5.4635,4.5639,3.9271,4.3896,3.4115,4.0154,4.052
 ENSMUSG00000070056,11.0878,11.0792,10.9369,10.8888,9.7946,10.0196,9.905,9.9466,10.6787,10.4103,9.8229,9.6252
 ENSMUSG00000038463,4.6527,4.1096,4.1542,4.1501,5.3911,5.181,5.408,4.8972,3.9343,4.092,4.2461,4.052
 ENSMUSG00000083585,3.9338,3.9337,3.9381,4.3033,5.2923,4.821,5.3087,4.9615,3.8312,4.092,4.8652,4.7477
 ENSMUSG00000039183,9.5315,9.3308,9.5257,9.543,9.8501,9.8643,10.2502,10.2896,9.4701,9.6542,11.1398,10.6895
 ENSMUSG00000033192,9.7055,9.73,9.8574,9.7113,8.9826,8.6259,8.8528,8.9665,9.666,9.6096,8.2219,8.6697
 ENSMUSG00000020834,5.2807,5.5131,5.4314,4.9842,5.8349,5.5853,5.6686,6.2875,5.3545,5.1842,6.8004,6.4952
 ENSMUSG00000038421,12.8467,12.78,12.7397,12.7122,11.5287,11.3855,11.9628,12.3452,12.9279,13.0524,12.5317,12.0263
 ENSMUSG00000026548,7.3797,6.8105,7.1869,7.5973,7.0958,6.8909,7.7136,7.3333,7.9013,8.2885,8.3733,8.3479
 ENSMUSG00000038296,4.0826,4.4484,3.9381,3.8623,5.0072,5.7498,4.4672,4.203,4.2593,4.2614,3.7047,4.5962
 ENSMUSG00000071770,4.5683,4.3255,4.5528,4.9433,5.2923,5.6423,4.2447,4.203,4.6121,3.6103,4.0154,4.2895
 ENSMUSG00000079941,4.27,4.754,4.618,4.8122,4.3505,3.9222,2.9238,4.3167,4.5604,4.7062,4.9807,3.9579
 ENSMUSG00000074506,8.2053,7.918,8.3123,8.0005,8.2188,7.763,8.519,9.1064,7.9744,8.4161,9.4432,9.2639
 ENSMUSG00000028713,4.27,4.7082,3.9381,4.0637,5.1287,4.821,4.4672,3.7484,5.0361,4.9458,3.4793,4.965
 ENSMUSG00000029500,9.7784,9.7855,9.8329,9.8543,9.9137,9.9877,10.3724,10.4933,10.0294,10.0302,11.6224,10.8859
 ENSMUSG00000024774,5.2038,4.0258,3.4387,4.5571,4.1036,4.3101,4.814,4.7579,4.1875,3.4115,4.8652,4.052
 ENSMUSG00000020734,4.6927,4.9607,4.8485,4.4373,5.5271,6.03,4.4672,3.9271,5.2049,5.3221,4.738,5.1157
 ENSMUSG00000023025,12.1381,12.0545,12.129,12.1299,12.1187,12.2593,12.6324,12.4494,12.1335,12.2082,13.8753,13.2013
 ENSMUSG00000035351,7.9691,7.89,7.9339,7.6035,8.2762,8.2402,8.7191,8.77,7.9654,7.9533,9.2731,9.26
 ENSMUSG00000041827,9.3915,9.1887,9.2178,9.5733,8.251,8.6735,9.0915,8.4509,9.2191,10.1021,9.9954,9.0524
 ENSMUSG00000023243,9.651,9.4822,9.556,9.5446,8.2058,8.3778,8.4017,8.5621,9.4072,9.2266,9.6165,8.8331
 ENSMUSG00000086513,6.2053,5.9047,6.4398,6.8067,5.5695,6.2634,5.408,5.5159,5.4369,5.943,4.9807,5.1157
 ENSMUSG00000027954,3.8488,4.3887,4.2466,4.3033,4.873,4.7123,5.6284,5.4307,4.5604,4.8554,3.8746,4.2163
 ENSMUSG00000022565,12.8099,13.0811,12.8226,13.4272,12.7266,12.8445,12.6847,12.8158,13.1866,13.0035,11.4944,11.7641
 ENSMUSG00000014776,5.0351,5.5381,4.6798,6.2309,5.0072,6.1122,5.3087,5.0227,6.1494,4.9887,5.0348,4.7477
 ENSMUSG00000040998,5.3053,5.2348,5.2893,5.3951,6.2499,6.4322,6.077,5.2423,6.0673,5.4471,5.1366,6.7247
 ENSMUSG00000019782,9.8356,9.6791,9.8437,9.4328,10.0944,9.9578,10.1446,10.0385,9.7054,9.8625,11.3893,10.9567
 ENSMUSG00000043004,11.4206,11.3114,11.3221,11.44,10.3995,10.1763,10.3242,10.5822,11.3422,11.5123,10.3364,10.2748
 ENSMUSG00000034957,7.0818,6.652,7.2532,7.3098,6.4859,6.3671,6.6708,5.596,6.7922,6.9763,5.6239,6.5082
 ENSMUSG00000039770,10.3166,10.2391,10.3974,10.437,9.2538,9.162,9.7074,9.594,10.2893,10.7663,9.3731,9.3635
 ENSMUSG00000000365,6.4181,5.5866,5.3622,5.7095,5.7641,5.6423,5.6284,5.9391,6.0503,6.024,6.9005,7.1877
 ENSMUSG00000069588,4.0826,4.5052,4.618,5.0238,3.7693,4.7123,4.2447,4.4196,4.3264,4.4735,2.9238,3.7315
 ENSMUSG00000102364,7.5134,8.1795,6.8857,6.3692,6.9929,6.9585,7.555,7.2869,6.1809,7.0547,6.9143,6.4952
 ENSMUSG00000075232,10.8572,10.6835,11.0241,10.9176,10.6963,10.7214,11.2232,11.1019,10.8351,10.997,12.5458,11.8894
 ENSMUSG00000026750,10.6286,10.3916,10.6699,10.437,10.9343,10.6821,11.3484,11.3515,10.5563,10.5808,12.1416,11.6707
 ENSMUSG00000024459,4.0112,4.0258,3.6483,3.5932,4.6402,5.181,3.7763,2.9238,3.9343,3.7608,3.8746,4.1376
 ENSMUSG00000037386,4.6927,4.922,4.8485,4.8574,4.8002,4.5931,3.5309,3.9271,4.9232,4.9014,3.8746,3.5861
 ENSMUSG00000071662,9.8669,9.7855,9.9572,9.8294,10.0403,9.6771,10.6692,10.6818,9.8494,9.9171,11.4238,10.8659
 ENSMUSG00000031780,3.3431,3.7122,4.5528,4.0637,4.6402,5.0135,4.2447,4.6008,3.8312,4.092,5.1847,4.7943
 ENSMUSG00000034855,6.0575,5.6788,6.4561,6.1817,5.5271,5.2574,6.4621,5.596,6.0503,7.129,6.202,6.8527
 ENSMUSG00000029503,4.3786,4.0258,3.6483,3.5932,4.4554,5.2574,4.2447,4.075,3.9343,3.6103,4.9243,4.9245
 ENSMUSG00000068856,9.9837,9.8131,9.7188,9.8491,10.291,10.2181,10.6362,10.8878,9.8877,10.0565,11.4639,10.9632
 ENSMUSG00000028756,10.3675,10.799,10.7886,10.8613,9.7682,9.899,9.9415,10.0611,10.6512,10.6988,9.2381,9.5252
 ENSMUSG00000045573,3.8488,3.3828,3.9381,3.3992,5.0072,5.0999,4.113,4.5137,3.8312,4.2614,3.7047,3.9579
 ENSMUSG00000098076,4.0826,3.5702,4.1542,3.8623,4.3505,2.9238,4.4672,4.203,3.7128,3.6103,4.6691,4.965
 ENSMUSG00000007653,4.0826,4.1867,3.6483,4.6126,5.3426,5.5853,4.4672,4.8972,4.6121,4.6522,4.5181,3.9579
 ENSMUSG00000030325,7.9044,7.3737,7.863,8.4275,7.4575,8.5767,9.1516,8.5227,8.3453,7.4373,7.7352,8.3694
 ENSMUSG00000032011,7.3797,6.9712,6.7344,7.2869,6.1707,5.987,5.8877,6.0275,7.3275,6.3864,6.3105,6.8628
 ENSMUSG00000075031,11.355,10.58,11.333,10.2077,10.2068,9.7612,10.066,9.9888,11.0238,10.8148,11.1601,10.3834
 ENSMUSG00000000056,10.6543,10.6189,10.6437,10.7632,9.6599,9.5372,10.0513,10.1414,10.8351,10.9601,10.3778,9.3053
 ENSMUSG00000041670,4.9736,5.0703,5.172,5.5613,5.9976,6.4,4.8873,4.8972,5.4369,5.1095,4.5181,4.5962
 ENSMUSG00000098678,4.27,4.1867,4.618,3.74,4.3505,5.3297,4.3616,4.6008,3.7128,3.6103,5.276,4.5962
 ENSMUSG00000041220,7.8927,7.9087,7.7755,8.139,8.43,8.7641,8.3841,8.2603,8.1304,8.0471,9.3201,9.4978
 ENSMUSG00000027227,8.1174,7.8025,8.2672,8.277,8.0169,7.291,8.4191,8.2543,8.1853,8.3672,6.6768,7.2353
 ENSMUSG00000046971,4.0112,4.3887,4.4102,4.2295,4.7228,5.8969,4.4672,4.4196,4.7093,4.092,5.0867,5.3438
 ENSMUSG00000040564,6.6031,6.014,6.3025,6.3545,6.1976,5.2574,6.2698,5.2423,6.8711,6.861,5.6239,6.4952
 ENSMUSG00000015806,8.9523,8.6795,9.0603,9.065,8.9399,8.7452,9.4617,9.582,8.9562,8.82,10.5042,9.9653
 ENSMUSG00000082463,6.7495,7.0993,7.0655,7.3909,6.0868,5.8969,5.8877,6.4658,7.2486,7.4226,6.8442,6.6561
 ENSMUSG00000001663,5.0937,4.7082,4.9,3.8623,5.438,5.2574,4.5639,5.1907,3.9343,4.092,4.1375,4.3579
 ENSMUSG00000080720,6.1795,7.0746,7.1869,6.6474,6.5075,7.291,6.7828,7.071,7.3064,6.7475,6.9679,5.3734
 ENSMUSG00000034037,5.9546,6.4988,6.2844,5.9847,6.707,7.2195,6.4621,5.7436,6.5006,6.7593,5.2311,6.9126
 ENSMUSG00000098923,9.0662,8.892,8.8776,9.1091,9.093,9.3783,10.0175,9.8857,9.0667,9.2371,10.5888,10.0012
 ENSMUSG00000049202,3.6451,4.4484,4.0523,4.1501,4.2344,5.181,3.5309,3.5108,3.7128,4.5956,3.4793,3.3941
 ENSMUSG00000062081,6.4613,6.652,6.5347,6.4681,6.2754,6.7955,6.1903,8.1285,6.5615,6.9146,7.094,5.998
 ENSMUSG00000059498,10.339,10.327,10.5565,9.6198,10.1414,9.7035,9.5404,9.1524,9.758,9.824,8.7583,9.083
 ENSMUSG00000020573,12.0499,12.028,12.0673,12.1907,11.2745,11.3845,10.686,10.8712,12.2125,12.2742,11.6077,11.3161
 ENSMUSG00000076646,5.9848,7.4332,5.2893,5.6374,5.8,5.6971,5.6284,5.6718,5.7025,5.5616,6.1087,5.4307
 ENSMUSG00000064109,8.0381,8.2655,7.9905,7.7779,6.7437,7.1823,7.1032,6.942,8.0354,7.8028,6.8442,7.0611
 ENSMUSG00000064158,4.3786,5.3811,4.7948,5.239,5.4832,5.7498,5.7076,5.0811,4.962,4.5362,4.0154,4.5411
 ENSMUSG00000056328,3.8488,4.1867,3.4387,4.4373,5.0694,5.3982,3.9606,4.075,3.9343,4.092,3.8746,3.8525
 ENSMUSG00000097586,7.2811,7.6715,7.4599,7.7446,7.1377,7.1246,7.555,7.1766,7.8537,7.4518,6.202,6.1396
 ENSMUSG00000019467,4.9417,5.5381,4.9,4.4373,5.5695,5.987,4.8873,4.8972,5.2667,4.3368,4.4346,5.798
 ENSMUSG00000016319,12.5725,12.1642,12.4614,12.23,12.6666,12.4449,13.1826,13.2187,12.2766,12.4436,13.7619,13.6154
 ENSMUSG00000039783,12.2775,12.2954,12.3189,12.4524,11.1153,10.9944,11.6081,11.7528,12.5231,12.6247,12.2785,12.3691
 ENSMUSG00000030468,13.4135,13.556,13.3487,13.7298,12.2884,12.1722,12.8738,13.1555,13.7034,13.7785,13.0764,12.6677
 ENSMUSG00000036131,4.8755,4.4484,4.3315,4.9011,4.4554,4.1352,2.9238,4.3167,4.7551,5.0704,4.3444,4.3579
 ENSMUSG00000041857,6.6964,6.5834,6.4722,5.1711,6.7255,6.9804,6.1062,6.6241,5.7457,5.8119,6.2681,5.5896
 ENSMUSG00000080772,7.8244,8.4398,8.3858,8.6941,8.1523,8.6735,7.7598,9.1394,8.1737,8.4198,6.9941,7.9942
 ENSMUSG00000053559,8.3088,8.1601,8.1824,7.9431,7.8081,7.1823,6.6901,7.1248,7.6117,7.9482,6.9143,7.1714
 ENSMUSG00000025137,9.7837,9.793,9.883,10.0537,10.2503,10.1501,10.5443,10.7291,10.0294,10.0707,11.416,11.2646
 ENSMUSG00000038045,7.0327,7.0993,6.9896,7.1665,5.7641,6.5247,6.2173,6.0835,6.7405,7.3469,5.9013,6.1227
 ENSMUSG00000029449,11.1423,11.0951,11.0369,11.2172,10.2375,10.1997,10.3009,10.6728,11.285,11.1349,12.1379,11.1912
 ENSMUSG00000095217,10.5911,9.9173,10.4548,9.543,9.0091,8.9017,9.3485,9.9165,10.0024,9.9823,10.3352,9.3829
 ENSMUSG00000040690,5.1499,5.6788,5.2893,4.8122,5.8349,6.4945,6.0471,5.3398,5.7457,5.1095,4.8652,6.2987
 ENSMUSG00000046408,5.723,5.8466,5.7594,6.1817,6.0279,5.3982,5.8184,5.8448,5.9251,6.024,7.5632,6.534
 ENSMUSG00000098000,5.7932,5.8267,5.7857,6.0227,6.2499,6.2988,6.7091,6.6793,5.7668,6.024,7.3476,7.1467
 ENSMUSG00000082792,4.7315,4.6606,4.7387,4.4373,5.0694,5.2574,5.8184,6.1373,4.8833,4.9014,5.7541,5.6861
 ENSMUSG00000062127,7.2323,7.5632,7.5975,7.8833,7.6817,7.6036,6.7279,6.8002,7.3345,7.5292,5.929,6.9795
 ENSMUSG00000034826,10.1371,9.9538,9.8993,9.8646,10.3618,10.5556,10.615,10.6154,10.0229,10.0683,11.6286,11.1896
 ENSMUSG00000079641,13.1715,13.034,13.2967,12.8955,11.989,11.8941,13.3161,12.3296,13.2014,13.0628,13.618,12.5866
 ENSMUSG00000022687,4.27,3.7122,3.4387,3.74,5.3426,4.7123,3.5309,4.5137,4.2593,3.886,3.8746,4.2895
 ENSMUSG00000026043,5.3768,5.6335,5.5599,5.3653,6.2499,5.8006,6.6113,5.7082,6.4239,5.4766,5.0867,6.8007
 ENSMUSG00000028691,12.2222,11.8915,12.5623,11.9702,12.5472,12.2341,13.0023,12.8421,11.9081,12.033,13.5722,13.1435
 ENSMUSG00000049350,4.7315,4.8408,4.7948,5.0238,4.3505,6.03,5.0847,4.203,5.2667,4.7062,4.0154,4.2895
 ENSMUSG00000034706,4.27,4.2584,3.6483,4.2295,4.6402,5.0999,2.9238,3.9271,4.5062,4.3368,3.8746,3.8525
 ENSMUSG00000082965,5.3768,5.7442,5.4647,6.0956,6.2754,6.9364,4.8873,5.4307,5.998,5.6416,5.4417,5.2183
 ENSMUSG00000028795,8.3465,8.3907,8.5566,8.4344,7.7994,7.8002,7.3038,7.1893,8.7533,8.8395,7.8104,7.7266
 ENSMUSG00000092358,4.6527,4.2584,4.6798,4.6126,4.4554,4.1352,3.9606,5.9391,4.5604,4.6522,4.0154,3.8525
 ENSMUSG00000091618,8.1604,8.5982,8.133,8.5574,7.8081,7.5895,7.6562,7.5937,8.4256,8.5737,6.9679,7.2508
 ENSMUSG00000046456,5.86,5.5866,5.8618,5.4807,6.0279,5.4635,4.4672,4.8972,6.4627,5.6416,4.9807,5.8611
 ENSMUSG00000076580,9.5785,9.5672,9.712,8.7056,11.0048,9.37,9.5562,9.354,9.0709,9.1881,9.4965,9.3527
 ENSMUSG00000079852,7.0039,6.7802,6.9784,7.2869,7.0526,7.6451,8.062,7.7642,7.7689,6.2254,6.5413,7.3906
 ENSMUSG00000073010,5.4224,5.4619,4.9972,5.6125,4.3505,4.1352,4.8873,4.9615,5.6579,5.6672,4.3444,4.7943
 ENSMUSG00000019768,8.08,8.4237,8.2899,8.5827,8.1659,8.353,8.0766,8.23,8.1344,8.2308,6.6605,7.2117
 ENSMUSG00000079043,9.276,9.2939,9.1548,9.2557,9.6907,9.7327,9.8162,9.8523,9.3449,9.4435,11.0458,10.3424
 ENSMUSG00000008333,10.0883,9.8217,10.0101,9.6228,10.1836,9.985,10.6175,10.4701,9.9354,9.9545,11.4469,11.1207
 ENSMUSG00000093593,6.4825,6.3957,6.3204,6.95,6.4191,6.2634,6.999,7.2389,6.5968,6.771,8.2053,7.1046
 ENSMUSG00000024043,5.4446,5.2654,4.4102,5.3653,5.438,5.8496,5.0222,4.6008,5.1399,5.6672,4.0154,5.5387
 ENSMUSG00000024793,5.3768,5.9964,5.5599,4.9433,6.1707,6.6932,5.5005,5.0227,6.0841,4.8554,5.5894,5.6144
 ENSMUSG00000100621,4.3786,4.3255,3.8066,4.8122,4.9419,5.4635,5.3087,5.6344,4.6617,4.9458,5.5175,4.7477
 ENSMUSG00000027376,3.6451,3.9337,3.4387,3.74,4.9419,5.3297,3.7763,4.203,4.2593,3.7608,4.0154,4.1376
 ENSMUSG00000030188,7.4719,7.4397,7.6405,7.5078,7.9163,7.4866,8.1956,7.998,7.3688,7.5155,9.1279,8.5987
 ENSMUSG00000032741,9.3306,9.6235,9.3359,10.0716,8.8547,9.4424,9.1342,9.0276,9.5603,9.6128,8.2759,8.2277
 ENSMUSG00000082052,4.149,4.0258,4.4102,4.4373,5.24,5.3297,3.7763,4.203,3.3831,4.092,4.1375,4.4223
 ENSMUSG00000026208,5.2038,5.5381,5.5903,4.9011,5.8,6.2988,5.8535,5.386,6.0503,5.5616,4.5181,6.3863
 ENSMUSG00000098101,7.0327,7.2975,6.8976,7.3619,7.1918,7.3758,7.9629,7.7726,7.2338,7.0355,8.7002,8.2159
 ENSMUSG00000040276,9.1652,9.1829,9.1866,9.4671,8.4017,8.1661,7.8393,8.1674,9.0895,9.3006,8.4076,8.5305
 ENSMUSG00000094546,11.9117,11.5451,11.6796,10.4353,11.5156,12.0137,10.47,10.9336,10.7264,11.0552,11.1119,10.7246
 ENSMUSG00000028634,9.7419,9.8607,9.7567,11.2832,10.3837,10.4869,10.155,9.987,10.6519,10.9896,10.5941,11.2254
 ENSMUSG00000020728,4.6527,4.882,4.7387,4.7653,5.869,6.1898,4.6531,4.4196,4.9996,4.5956,4.5181,5.1508
 ENSMUSG00000104031,4.0826,3.9337,4.2466,4.3033,4.2344,4.7123,4.9565,4.203,3.3831,4.092,5.5175,4.6993
 ENSMUSG00000094870,10.8461,10.8053,10.8201,10.8613,11.1884,11.3209,11.5277,11.5092,10.9391,11.0752,12.5641,12.0184
 ENSMUSG00000074213,5.649,6.0315,5.649,6.2785,5.5695,5.2574,5.5445,6.1373,5.8283,6.024,4.5181,4.6993
 ENSMUSG00000031004,13.045,12.3484,12.513,11.3628,12.0126,11.5474,11.2298,11.5123,11.6666,11.6979,12.4306,11.8835
 ENSMUSG00000022818,5.3053,5.1049,5.172,4.6657,6.5287,5.8969,4.814,4.9615,4.9232,5.1842,4.596,4.9245
 ENSMUSG00000018698,3.7539,3.5702,3.6483,3.5932,4.7228,5.3297,3.5309,3.7484,4.1103,4.092,3.7047,3.7315
 ENSMUSG00000039358,5.3998,5.4619,5.5289,5.0238,4.2344,5.2574,4.4672,3.9271,5.6803,4.758,5.0867,5.0425
 ENSMUSG00000084989,4.7691,5.1386,5.649,4.5571,4.8002,5.8006,4.5639,4.6008,4.7993,3.9948,4.2461,4.2163
 ENSMUSG00000082585,10.9547,10.4904,10.8502,10.3868,10.2972,10.6228,10.7819,10.6547,10.1652,10.7692,12.1343,11.4976
 ENSMUSG00000027533,8.221,8.0504,8.8257,8.2377,8.8251,8.7641,8.9153,8.5814,7.8243,8.4634,9.2408,9.8079
 ENSMUSG00000071303,3.9338,4.3887,5.1304,5.4527,4.4554,4.821,4.8873,5.7782,4.842,4.3368,5.5539,4.8392
 ENSMUSG00000048537,5.649,6.0825,5.8115,5.4807,6.707,7.1049,5.9536,5.877,6.2117,5.7172,5.3614,6.7794
 ENSMUSG00000050526,3.7539,4.3255,3.9381,3.8623,5.1287,4.821,4.113,4.203,4.1103,4.2614,2.9238,4.2895
 ENSMUSG00000096726,3.8488,4.5052,4.1542,3.5932,4.4554,4.3101,4.113,4.3167,3.8312,4.092,5.5539,5.0796
 ENSMUSG00000018634,3.6451,4.611,4.0523,3.9687,4.7228,5.4635,4.6531,3.9271,4.1103,4.3368,3.4793,4.5411
 ENSMUSG00000029482,9.6785,9.8205,9.8993,10.1069,9.9726,10.1692,10.0788,10.1543,9.949,10.007,11.4262,11.2356
 ENSMUSG00000005364,10.9585,10.9365,10.8707,11.1738,10.1669,10.5446,10.0897,10.2019,11.2984,11.3226,9.7843,10.0228
 ENSMUSG00000056313,5.0937,4.922,5.2513,5.0238,5.2923,5.4635,5.2561,4.3167,5.3545,6.1554,4.4346,6.0706
 ENSMUSG00000076556,9.3831,9.0834,9.7921,8.356,9.0644,8.7452,8.4974,10.1687,8.6145,8.7803,9.0244,8.5774
 ENSMUSG00000078864,3.9338,3.7122,4.8485,4.0637,4.2344,4.4604,4.2447,3.7484,4.962,2.9238,4.0154,4.4223
 ENSMUSG00000022582,5.1499,4.3255,3.9381,3.5932,4.5515,4.9209,4.4672,3.9271,3.5706,3.4115,3.8746,4.052
 ENSMUSG00000026938,12.0249,11.8082,12.3656,12.1512,12.0164,11.4128,12.1367,11.5211,11.4433,10.9058,10.5333,11.4501
 ENSMUSG00000020571,12.1408,11.9531,11.9869,11.5037,12.3307,12.054,12.5072,12.5895,11.6617,11.6429,13.4015,12.7786
 ENSMUSG00000027111,10.2462,10.4253,10.242,10.4864,9.8751,9.7675,10.055,10.028,10.4395,10.4587,8.8031,9.1002
 ENSMUSG00000021040,9.2969,9.134,9.2389,8.9985,9.2474,9.272,9.7786,9.7494,9.2229,9.2287,10.7803,10.3496
 ENSMUSG00000060470,5.0937,4.2584,4.2466,4.3033,4.8002,5.6423,5.1443,4.6819,4.5062,4.2614,5.7227,5.3135
 ENSMUSG00000029413,10.3815,10.2214,10.3848,10.2751,9.1956,9.2808,9.2486,8.9775,10.2234,10.1617,9.4573,9.4314
 ENSMUSG00000048965,9.8068,9.8963,9.6677,10.4797,10.3216,10.715,9.3576,9.4198,9.9216,9.9027,8.7883,9.2866
 ENSMUSG00000072621,8.0022,8.1324,8.258,8.7369,8.8672,9.4306,8.3841,8.2115,9.0222,8.4198,7.3066,8.4148
 ENSMUSG00000079382,4.6527,4.2584,4.618,4.9433,4.7228,5.3297,3.7763,3.5108,4.7993,4.4073,4.1375,3.7315
 ENSMUSG00000034810,4.429,4.9983,4.2466,4.3724,4.873,5.6971,4.5639,4.203,5.5395,3.886,4.6691,5.0425
 ENSMUSG00000029428,8.5566,8.4717,8.4026,8.4822,7.4465,7.6722,7.3407,7.3333,8.6059,8.6512,7.5805,7.7377
 ENSMUSG00000003346,10.4003,10.1806,10.3859,10.4038,9.5532,9.1949,10.008,10.1101,10.5406,10.5709,11.3451,10.5963
 ENSMUSG00000105480,4.8755,4.3887,4.618,4.9842,3.5259,3.6367,4.2447,4.3167,4.8833,5.0302,5.1847,4.9245
 ENSMUSG00000025504,4.6112,4.3887,3.9381,4.0637,5.3911,5.2574,4.113,4.8972,3.8312,4.4735,3.7047,4.5411
 ENSMUSG00000026482,11.0727,11.025,11.2347,11.3778,11.5978,11.2465,11.9029,11.8194,10.9734,11.2514,9.8605,10.6702
 ENSMUSG00000031385,5.9393,5.9047,5.9338,5.3653,6.1153,6.0717,4.6531,4.6008,5.4892,5.5339,5.5539,4.8392
 ENSMUSG00000063885,4.429,4.1867,4.1542,4.3033,5.438,5.3297,4.3616,5.0811,3.9343,4.092,4.0154,5.0796
 ENSMUSG00000030884,11.6302,11.3856,11.5483,11.2278,11.8628,11.6185,12.1371,12.1581,11.4581,11.572,13.0736,12.5763
 ENSMUSG00000062184,4.9417,5.6563,5.4972,4.8122,5.9023,5.6423,6.077,5.1371,6.5968,5.1473,5.1847,6.1227
 ENSMUSG00000001105,9.5188,9.3566,9.4592,9.2518,9.6088,9.4619,10.1094,10.1941,9.3705,9.516,11.0215,10.419
 ENSMUSG00000026873,8.2641,8.0755,8.1775,8.1643,7.6141,7.8002,7.4797,7.5254,7.9699,7.8638,9.3681,8.7833
 ENSMUSG00000078570,6.4825,6.2403,6.4881,6.3246,6.7971,6.6665,7.2529,7.2987,6.6313,6.4892,7.9763,7.5308
 ENSMUSG00000081272,5.2299,4.9983,5.4314,5.6374,4.2344,4.1352,5.0222,5.1371,5.635,5.4169,5.9561,5.3734
 ENSMUSG00000045007,6.5441,6.4863,6.0463,6.3094,5.438,5.0135,5.0847,5.386,6.1652,6.1554,5.4021,5.6387
 ENSMUSG00000071708,10.8118,10.8676,10.8834,10.941,11.0123,11.0495,11.5001,11.465,11.0619,11.1488,12.4975,12.1774
 ENSMUSG00000101066,4.149,4.882,4.5528,4.5571,5.3911,5.8006,4.113,4.5137,4.7551,4.4735,4.4346,3.8525
 ENSMUSG00000084319,12.2963,11.9556,12.3733,12.0626,12.1829,12.2324,12.2087,13.4597,11.9409,12.2876,11.8955,11.0326
 ENSMUSG00000042265,6.7754,6.5112,6.5347,6.0038,6.3249,7.2195,6.7647,5.6718,6.1494,6.1374,5.3614,5.6387
 ENSMUSG00000043633,5.0647,4.922,4.4837,4.6657,5.6895,6.0717,4.6531,5.2423,4.3264,5.3544,5.3194,5.732
 ENSMUSG00000022623,6.2053,6.6742,6.1504,6.2147,6.9145,7.0646,6.4844,5.5159,6.842,6.6497,5.3194,6.6908
 ENSMUSG00000028036,4.0112,4.5052,4.1542,3.74,4.873,5.3297,3.5309,4.075,3.7128,4.2614,3.8746,3.5861
